,mean_test_score,std_test_score,split0_test_score,split1_test_score,split2_test_score
0,0.20498016384686735,0.023930493870862258,0.21577602765936052,0.17180472667535912,0.22735973720588246
1,0.8800189272955271,0.01458339652670509,0.8696491077869855,0.9006428562512522,0.8697648178483437
2,0.8676825923259406,0.012068119873428186,0.8601798423368586,0.8847095401092596,0.8581583945317033
3,0.8716797999136477,0.008268138983045186,0.8601798423368586,0.8792618308747341,0.8755977265293506
4,0.8685250562209276,0.018829482983718025,0.8501956064813339,0.8944184271307951,0.860961135050654
5,0.8604805901441875,0.027297869221073502,0.8676138552475451,0.8897711926061272,0.8240567225788901
6,0.8702697073665983,0.013770618178672792,0.8626433488756003,0.8896013878174096,0.8585643854067851
7,0.8582403890817991,0.023635843061923675,0.847623014326162,0.8909978128758098,0.8361003400434253
8,0.8430766828408602,0.03701532707674769,0.8136449287031403,0.8952829659382032,0.820302153881237
9,0.8544654024272128,0.0203976807027699,0.8385847985086432,0.8832612283900887,0.8415501803829067
10,0.8801680510745252,0.015953580155973403,0.8626578916708918,0.9012446898470973,0.8766015717055865
